txn_name,commits,aborts,maxLatency,minLatency,avgLatency,avgExecLatency,avgCommitLatency,txnPerSecond
delivery,17,0,121.1162,1.3532,11.680088235294116,11.616029411764705,0.06405882352941177,0.2833333333333333
orderstat,22,0,1250.8045,5.817099999999999,164.25228181818187,164.21141818181812,0.04086363636363637,0.36666666666666664
neworder,241,0,2259.2229999999995,11.924699999999998,357.95297219917006,357.8245319502073,0.1284402489626556,4.016666666666667
payment,235,0,2488.8181999999997,121.95469999999999,641.8822268085103,641.5379621276597,0.34426468085106365,3.9166666666666665
stock,18,0,68.52759999999999,3.7921,26.966233333333335,26.935644444444442,0.030588888888888895,0.3
